Vertice, Descoberto, Finalizado
1743,2360,17631
1744,2560,17429
1745,2087,17906
1746,766,19229
1747,940,19055
1748,1601,18392
1749,2036,17957
1750,1177,18818
1751,4528,15435
1752,709,19286
1753,368,19631
1754,313,19686
1755,2169,17822
1756,1928,18065
1757,1194,18801
1758,2232,17759
1759,5807,14062
1760,286,19713
1761,5813,14054
1762,308,19691
1763,1202,18793
1764,897,19098
1765,1306,18689
1766,2094,17899
1767,1359,18634
1768,1724,18269
1769,687,19308
1770,265,19734
1771,4829,15120
1772,1890,18103
1773,428,19569
1774,3085,16898
1775,4145,15822
1776,952,19043
1777,903,19092
1778,1322,18673
1779,2845,17140
1780,5142,14781
1781,4792,15157
1782,1803,18190
1783,1740,18253
1784,5666,14215
1785,2848,17137
1786,1050,18945
1787,2807,17180
1788,1469,18524
1789,4460,15507
1790,3081,16902
1791,2885,17098
1792,3055,16928
1793,2663,17326
1794,346,19653
1795,3087,16896
1796,571,19424
1797,162,19837
1798,2117,17876
1799,530,19465
1800,3250,16727
1801,156,19843
1802,4726,15231
1803,3266,16711
1804,2264,17727
1805,2787,17202
1806,2973,17010
1807,3523,16454
1808,1476,18517
1809,1053,18942
1810,16,19983
1811,1463,18530
1812,1745,18248
1813,430,19567
1814,1520,18473
1815,2985,16998
1816,1699,18294
1817,2382,17609
1818,3893,16076
1819,3038,16945
1820,10,19989
1821,4261,15706
1822,3195,16788
1823,322,19677
1824,1610,18383
1825,5407,14500
1826,1929,18064
1827,3677,16296
1828,1766,18227
1829,1067,18928
1830,1620,18373
1831,4838,15109
1832,2085,17908
1833,3670,16303
1834,2492,17497
1835,3494,16483
1836,2313,17678
1837,1374,18619
1838,1645,18348
1839,583,19412
1840,926,19069
1841,3019,16964
1842,647,19348
1843,2561,17428
1844,767,19228
1845,1773,18220
1846,3299,16678
1847,1471,18522
1848,3230,16749
1849,5105,14824
1850,3705,16268
1851,485,19510
1852,9290,9295
1853,2230,17761
1854,1311,18684
1855,1583,18410
1856,2486,17503
1857,3339,16638
1858,3498,16479
1859,2282,17709
1860,2439,17552
1861,2065,17928
1862,1103,18892
1863,2288,17703
1864,401,19598
1865,2091,17902
1866,2631,17358
1867,2141,17850
1868,224,19775
1869,872,19123
1870,773,19222
1871,1780,18213
1872,2590,17399
1873,324,19675
1874,923,19072
1875,560,19435
1876,927,19068
1877,639,19356
1878,1173,18822
1879,4,19995
1880,2335,17656
1881,341,19658
1882,2774,17215
1883,1142,18853
1884,5461,14440
1885,1802,18191
1886,1461,18532
1887,555,19440
1888,1256,18739
1889,2638,17351
1890,2666,17323
1891,2237,17754
1892,2434,17557
1893,2583,17406
1894,3679,16294
1895,1019,18976
1896,1861,18132
1897,2945,17038
1898,1623,18370
1899,2808,17179
1900,2616,17373
1901,2491,17498
1902,3771,16202
1903,1644,18349
1904,2453,17538
1905,2669,17320
1906,2396,17595
1907,3612,16363
1908,2837,17148
1909,4325,15640
1910,2223,17768
1911,1259,18736
1912,3850,16123
1913,3094,16889
1914,591,19404
1915,421,19576
1916,2038,17955
1917,2800,17189
1918,2653,17336
1919,338,19661
1920,859,19136
1921,1948,18045
1922,1108,18887
1923,760,19235
1924,2556,17433
1925,2711,17278
1926,5256,14655
1927,1824,18169
1928,2154,17837
1929,3483,16494
1930,1945,18048
1931,1273,18722
1932,405,19594
1933,1114,18881
1934,2238,17753
1935,3192,16791
1936,2925,17058
1937,4124,15845
1938,1252,18743
1939,2799,17190
1940,2216,17775
1941,288,19711
1942,4797,15152
1943,1677,18316
1944,3078,16905
1945,913,19082
1946,3440,16537
1947,1944,18049
1948,2159,17832
1949,2187,17804
1950,1031,18964
1951,2839,17146
1952,1230,18765
1953,1572,18421
1954,2095,17898
1955,2455,17536
1956,1238,18757
1957,330,19669
1958,1956,18037
1959,1289,18706
1960,1117,18878
1961,3643,16332
1962,4695,15262
1963,808,19187
1964,191,19808
1965,2912,17071
1966,635,19360
1967,1334,18659
1968,6531,13246
1969,4929,15006
1970,3373,16604
1971,2915,17068
1972,2027,17966
1973,1062,18933
1974,3404,16573
1975,2305,17686
1976,857,19138
1977,1743,18250
1978,1509,18484
1979,2278,17713
1980,2199,17792
1981,2509,17480
1982,1498,18495
1983,2079,17914
1984,1931,18062
1985,637,19358
1986,3627,16348
1987,551,19444
1988,3090,16893
1989,4104,15865
1990,329,19670
1991,55,19944
1992,735,19260
1993,2031,17962
1994,4584,15377
1995,2289,17702
1996,2083,17910
1997,1003,18992
1998,2118,17875
1999,7755,11828
2000,3358,16619
2001,694,19301
2002,3446,16531
2003,2747,17242
2004,2667,17322
2005,2476,17513
2006,8306,11029
2007,3499,16478
2008,2986,16997
2009,2592,17397
2010,2206,17785
2011,1421,18572
2012,822,19173
2013,1232,18763
2014,2876,17107
2015,4540,15423
2016,2654,17335
2017,4154,15813
2018,2280,17711
2019,4558,15403
2020,4130,15839
2021,3097,16886
2022,4597,15364
2023,1957,18036
2024,328,19671
2025,2870,17115
2026,3952,16017
2027,2287,17704
2028,1010,18985
2029,958,19037
2030,378,19621
2031,2209,17782
2032,70,19929
2033,1599,18394
2034,4814,15135
2035,491,19504
2036,2963,17020
2037,3708,16265
2038,2208,17783
2039,1997,17996
2040,769,19226
2041,2782,17207
2042,1215,18780
2043,1705,18288
2044,2224,17767
2045,739,19256
2046,2527,17462
2047,2037,17956
2048,5348,14561
2049,3045,16938
2050,1270,18725
2051,99,19900
2052,3613,16362
2053,3164,16819
2054,2796,17193
2055,2647,17342
2056,3332,16645
2057,753,19242
2058,1984,18009
2059,65,19934
2060,1761,18232
2061,54,19945
2062,1221,18774
2063,1843,18150
2064,3823,16148
2065,2879,17104
2066,2964,17019
2067,7907,11652
2068,1499,18494
2069,1995,17998
2070,3762,16211
2071,1771,18222
2072,889,19106
2073,2385,17606
2074,2601,17388
2075,2738,17251
2076,2204,17787
2077,1606,18387
2078,1128,18867
2079,1679,18314
2080,2587,17402
2081,7379,12272
2082,2353,17638
2083,2862,17123
2084,3750,16223
2085,198,19801
2086,1701,18292
2087,2626,17363
2088,2023,17970
2089,1624,18369
2090,2950,17033
2091,3997,15972
2092,1329,18664
2093,1046,18949
2094,5379,14528
2095,3840,16131
2096,4061,15908
2097,3033,16950
2098,744,19251
2099,2940,17043
2100,5203,14714
2101,33,19966
2102,608,19387
2103,1832,18161
2104,1742,18251
2105,2467,17522
2106,2249,17742
2107,783,19212
2108,1982,18011
2109,4014,15957
2110,1952,18041
2111,2635,17354
2112,875,19120
2113,518,19477
2114,3144,16839
2115,3753,16220
2116,2760,17229
2117,2788,17201
2118,4177,15790
2119,1276,18719
2120,1755,18238
2121,1089,18906
2122,6303,13510
2123,977,19018
2124,1495,18498
2125,3027,16956
2126,3000,16983
2127,165,19834
2128,3595,16380
2129,3187,16796
2130,2269,17722
2131,448,19549
2132,2910,17073
2133,6052,13803
2134,1011,18984
2135,4027,15942
2136,3207,16776
2137,2630,17359
2138,465,19530
2139,1092,18903
2140,2863,17122
2141,6902,12807
2142,1920,18073
2143,2006,17987
2144,1643,18350
2145,6513,13262
2146,1533,18460
2147,1875,18118
2148,1434,18559
2149,4094,15875
2150,2835,17150
2151,1940,18053
2152,4297,15668
2153,2967,17016
2154,2802,17187
2155,698,19297
2156,3929,16040
2157,4005,15966
2158,4088,15881
2159,3758,16215
2160,3887,16082
2161,2511,17478
2162,2181,17810
2163,2692,17297
2164,5293,14618
2165,2142,17849
2166,1793,18200
2167,587,19408
2168,2841,17144
2169,2898,17085
2170,2470,17519
2171,1557,18436
2172,7886,11679
2173,3248,16729
2174,1413,18580
2175,6003,13854
2176,2161,17830
2177,1694,18299
2178,3807,16164
2179,1250,18745
2180,616,19379
2181,618,19377
2182,2499,17490
2183,4756,15199
2184,354,19645
2185,1169,18826
2186,3260,16717
2187,147,19852
2188,1084,18911
2189,4570,15391
2190,2529,17460
2191,1008,18987
2192,597,19398
2193,2594,17395
2194,4692,15265
2195,135,19864
2196,3220,16759
2197,2729,17260
2198,1308,18687
2199,3598,16377
2200,3011,16972
2201,1293,18702
2202,634,19361
2203,4950,14985
2204,966,19029
2205,2226,17765
2206,4255,15712
2207,2693,17296
2208,1943,18050
2209,557,19438
2210,2408,17583
2211,1650,18343
2212,1718,18275
2213,2004,17989
2214,899,19096
2215,2502,17487
2216,2658,17331
2217,1197,18798
2218,385,19614
2219,3941,16028
2220,2531,17458
2221,1346,18647
2222,2823,17164
2223,4294,15671
2224,2250,17741
2225,5875,13988
2226,3067,16916
2227,4666,15293
2228,4331,15634
2229,1881,18112
2230,2937,17046
2231,3821,16150
2232,2611,17378
2233,497,19498
2234,2361,17630
2235,2265,17726
2236,5004,14929
2237,6314,13493
2238,1683,18310
2239,1453,18540
2240,4219,15748
2241,3496,16481
2242,3025,16958
2243,68,19931
2244,1580,18413
2245,4204,15763
2246,1060,18935
2247,318,19681
2248,1326,18669
2249,3685,16288
2250,2995,16988
2251,3304,16673
2252,2348,17643
2253,3279,16698
2254,1636,18357
2255,486,19509
2256,3754,16219
2257,1047,18948
2258,3167,16816
2259,2292,17699
2260,586,19409
2261,2261,17730
2262,3654,16321
2263,1604,18389
2264,454,19543
2265,3147,16836
2266,3026,16957
2267,1478,18515
2268,3621,16354
2269,1412,18581
2270,356,19643
2271,2263,17728
2272,3311,16666
2273,3977,15992
2274,3618,16357
2275,882,19113
2276,1404,18589
2277,663,19332
2278,1934,18059
2279,1879,18114
2280,2516,17473
2281,7715,11890
2282,2343,17648
2283,2214,17777
2284,3102,16881
2285,3255,16722
2286,1932,18061
2287,2114,17879
2288,2714,17275
2289,5403,14504
2290,2595,17394
2291,1445,18548
2292,249,19750
2293,1261,18734
2294,1369,18624
2295,3318,16659
2296,8682,10509
2297,2817,17170
2298,1902,18091
2299,1734,18259
2300,3428,16549
2301,3975,15994
2302,1269,18726
2303,1052,18943
2304,3177,16806
2305,2107,17886
2306,2606,17383
2307,1552,18441
2308,1893,18100
2309,3528,16447
2310,3296,16681
2311,2082,17911
2312,3148,16835
2313,636,19359
2314,2617,17372
2315,4157,15810
2316,957,19038
2317,2554,17435
2318,1078,18917
2319,1807,18186
2320,866,19129
2321,1402,18591
2322,3347,16630
2323,3159,16824
2324,4595,15366
2325,2100,17893
2326,3697,16276
2327,1239,18756
2328,1663,18330
2329,2081,17912
2330,2952,17031
2331,964,19031
2332,2153,17838
2333,4279,15688
2334,3334,16643
2335,5130,14793
2336,3630,16345
2337,1819,18174
2338,3166,16817
2339,1865,18128
2340,3222,16757
2341,3001,16982
2342,1264,18731
2343,4043,15926
2344,504,19491
2345,4190,15777
2346,2318,17673
2347,1769,18224
2348,528,19467
2349,2362,17629
2350,4809,15140
2351,5393,14514
2352,3093,16890
2353,762,19233
2354,2610,17379
2355,6622,13133
2356,4108,15861
2357,904,19091
2358,3205,16778
2359,2272,17719
2360,2523,17466
2361,3158,16825
2362,5245,14666
2363,1554,18439
2364,4786,15163
2365,4032,15937
2366,6936,12771
2367,2203,17788
2368,451,19546
2369,6251,13570
2370,2770,17219
2371,3130,16853
2372,729,19266
2373,2947,17036
2374,1613,18380
2375,62,19937
2376,3951,16018
2377,4357,15608
2378,5067,14862
2379,2581,17408
2380,1214,18781
2381,1776,18217
2382,3491,16486
2383,2089,17904
2384,1790,18203
2385,2517,17472
2386,1451,18542
2387,5689,14190
2388,1268,18727
2389,1235,18760
2390,1507,18486
2391,3606,16369
2392,524,19471
2393,1367,18626
2394,2700,17289
2395,1486,18507
2396,1290,18705
2397,2162,17829
2398,3575,16400
2399,678,19317
2400,1122,18873
2401,5809,14060
2402,984,19011
2403,1344,18649
2404,351,19648
2405,1670,18323
2406,3106,16877
2407,2378,17613
2408,4158,15809
2409,2103,17890
2410,3196,16787
2411,2150,17841
2412,4420,15545
2413,1597,18396
2414,1563,18430
2415,5096,14833
2416,438,19559
2417,3169,16814
2418,1338,18655
2419,3562,16413
2420,1025,18970
2421,2681,17308
2422,1815,18178
2423,3123,16860
2424,4277,15690
2425,3420,16557
2426,938,19057
2427,4160,15807
2428,3877,16096
2429,1135,18860
2430,206,19793
2431,6000,13857
2432,2233,17758
2433,2520,17469
2434,5357,14554
2435,4345,15620
2436,2168,17823
2437,2059,17934
2438,3424,16553
2439,2418,17573
2440,1603,18390
2441,2772,17217
2442,3111,16872
2443,1481,18512
2444,4008,15963
2445,2432,17559
2446,1200,18795
2447,2704,17285
2448,4616,15345
2449,1808,18185
2450,228,19771
2451,2569,17420
2452,3958,16011
2453,1916,18077
2454,1764,18229
2455,973,19022
2456,1839,18154
2457,3573,16402
2458,1044,18951
2459,4084,15885
2460,2810,17177
2461,1960,18033
2462,2311,17680
2463,2301,17690
2464,2525,17464
2465,2510,17479
2466,1822,18171
2467,287,19712
2468,3439,16538
2469,2552,17437
2470,4447,15520
2471,3826,16145
2472,4651,15310
2473,19999,20000
2474,2365,17626
2475,575,19420
2476,3291,16686
2477,2472,17517
2478,2281,17710
2479,424,19573
2480,1656,18337
2481,3880,16093
2482,5363,14546
2483,3422,16555
2484,266,19733
2485,2284,17707
2486,4400,15565
2487,863,19132
2488,2225,17766
2489,301,19698
2490,1023,18972
2491,2274,17717
2492,2441,17550
2493,1201,18794
2494,3819,16152
2495,3305,16672
2496,2182,17809
2497,2505,17484
2498,5362,14547
2499,4430,15537
2500,2405,17586
2501,3374,16603
2502,4479,15486
2503,3346,16631
2504,2558,17431
2505,2207,17784
2506,4998,14935
2507,3086,16897
2508,982,19013
2509,3852,16121
2510,13,19986
2511,715,19280
2512,1502,18491
2513,3002,16981
2514,2603,17386
2515,2528,17461
2516,2518,17471
2517,2559,17430
2518,1296,18699
2519,4049,15920
2520,2372,17619
2521,3514,16463
2522,3308,16669
2523,516,19479
2524,2028,17965
2525,1593,18400
2526,3923,16046
2527,1961,18032
2528,807,19188
2529,3458,16519
2530,4268,15699
2531,1279,18716
2532,1339,18654
2533,4698,15259
2534,646,19349
2535,4620,15341
2536,4614,15347
2537,381,19618
2538,3157,16826
2539,4634,15327
2540,5568,14325
2541,3790,16181
2542,2196,17795
2543,1616,18377
2544,5616,14273
2545,3882,16089
2546,1112,18883
2547,3796,16175
2548,1494,18499
2549,3048,16935
2550,1966,18027
2551,3445,16532
2552,2886,17097
2553,2443,17548
2554,3345,16632
2555,3354,16623
2556,2825,17160
2557,3566,16409
2558,1432,18561
2559,1513,18480
2560,1587,18406
2561,307,19692
2562,5537,14358
2563,946,19049
2564,2129,17864
2565,1175,18820
2566,4286,15679
2567,95,19904
2568,2614,17375
2569,2953,17030
2570,1739,18254
2571,3775,16198
2572,1827,18166
2573,2131,17862
2574,3861,16112
2575,4920,15015
2576,1356,18637
2577,2304,17687
2578,2241,17750
2579,1526,18467
2580,1484,18509
2581,2690,17299
2582,1233,18762
2583,2341,17650
2584,2949,17034
2585,2179,17812
2586,3039,16944
2587,1980,18013
2588,3082,16901
2589,4214,15753
2590,2716,17273
2591,3842,16129
2592,1510,18483
2593,2074,17919
2594,3994,15975
2595,4096,15873
2596,2546,17443
2597,2383,17608
2598,3587,16388
2599,3242,16737
2600,3577,16398
2601,917,19078
2602,1857,18136
2603,3405,16572
2604,2331,17660
2605,1714,18279
2606,3603,16372
2607,2109,17884
2608,3860,16113
2609,4841,15106
2610,4592,15369
2611,3897,16072
2612,2445,17546
2613,5133,14790
2614,4004,15967
2615,4764,15189
2616,2676,17313
2617,2350,17641
2618,685,19310
2619,2495,17494
2620,1828,18165
2621,696,19299
2622,3561,16414
2623,10618,10619
2624,3942,16027
2625,3198,16785
2626,3844,16127
2627,1544,18449
2628,1149,18846
2629,1688,18305
2630,1963,18030
2631,548,19447
2632,1566,18427
2633,1923,18070
2634,2573,17416
2635,3080,16903
2636,11174,11179
2637,4462,15505
2638,2390,17601
2639,2370,17621
2640,1993,18000
2641,6238,13583
2642,994,19001
2643,3667,16306
2644,7342,12313
2645,1000,18995
2646,2483,17506
2647,252,19747
2648,3959,16010
2649,212,19787
2650,3741,16232
2651,3641,16334
2652,2213,17778
2653,4089,15880
2654,2112,17881
2655,4029,15940
2656,4178,15789
2657,3132,16851
2658,371,19628
2659,2251,17740
2660,3342,16635
2661,1318,18677
2662,2555,17434
2663,976,19019
2664,1300,18695
2665,6379,13426
2666,3537,16438
2667,3555,16420
2668,4315,15650
2669,4683,15274
2670,2478,17511
2671,4787,15162
2672,3105,16878
2673,4220,15747
2674,3567,16408
2675,3005,16978
2676,3099,16884
2677,2327,17664
2678,930,19065
2679,4873,15068
2680,2243,17748
2681,6066,13789
2682,2920,17063
2683,2984,16999
2684,3452,16525
2685,1076,18919
2686,2245,17746
2687,3596,16379
2688,950,19045
2689,2736,17253
2690,4149,15818
2691,6414,13381
2692,3663,16310
2693,5325,14588
2694,1515,18478
2695,3385,16592
2696,2234,17757
2697,15,19984
2698,4972,14963
2699,8148,11283
2700,4679,15280
2701,1438,18555
2702,3101,16882
2703,2598,17391
2704,2310,17681
2705,2930,17053
2706,1910,18083
2707,5223,14692
2708,3314,16663
2709,3536,16439
2710,2073,17920
2711,2674,17315
2712,3464,16513
2713,3936,16033
2714,2660,17329
2715,2859,17126
2716,2661,17328
2717,2551,17438
2718,3189,16794
2719,3781,16190
2720,1424,18569
2721,2395,17596
2722,3683,16290
2723,3134,16849
2724,3633,16342
2725,3653,16322
2726,1340,18653
2727,1702,18291
2728,3657,16316
2729,4602,15359
2730,8144,11301
2731,3241,16738
2732,4598,15363
2733,2887,17096
2734,1684,18309
2735,3579,16396
2736,3316,16661
2737,5378,14529
2738,510,19485
2739,1330,18663
2740,1407,18586
2741,3733,16240
2742,3206,16777
2743,2393,17598
2744,4744,15213
2745,5299,14612
2746,4196,15771
2747,2959,17024
2748,2755,17234
2749,3982,15987
2750,3871,16102
2751,2404,17587
2752,4205,15762
2753,2540,17449
2754,458,19539
2755,4223,15744
2756,7596,12023
2757,3943,16026
2758,4766,15187
2759,967,19028
2760,500,19495
2761,2685,17304
2762,1687,18306
2763,3153,16830
2764,4790,15159
2765,2942,17041
2766,3003,16980
2767,3139,16844
2768,3524,16453
2769,3508,16469
2770,4201,15766
2771,6543,13236
2772,2557,17432
2773,1466,18527
2774,5881,13982
2775,4181,15786
2776,836,19159
2777,1355,18638
2778,2596,17393
2779,3855,16118
2780,673,19322
2781,2326,17665
2782,4916,15019
2783,4704,15253
2784,460,19537
2785,3013,16970
2786,3623,16352
2787,3460,16517
2788,2921,17062
2789,383,19616
2790,3661,16312
2791,1689,18304
2792,918,19077
2793,2212,17779
2794,784,19211
2795,2642,17347
2796,2014,17979
2797,1859,18134
2798,2340,17651
2799,1820,18173
2800,3214,16765
2801,1415,18578
2802,2927,17056
2803,4161,15806
2804,2450,17541
2805,4636,15325
2806,701,19294
2807,1342,18651
2808,4918,15017
2809,3186,16797
2810,4899,15038
2811,3836,16135
2812,2878,17105
2813,1401,18592
2814,4518,15445
2815,5391,14516
2816,8050,11471
2817,975,19020
2818,7404,12237
2819,4505,15458
2820,567,19428
2821,2017,17976
2822,2479,17510
2823,1854,18139
2824,1097,18898
2825,2803,17186
2826,3387,16590
2827,6408,13393
2828,6820,12899
2829,1028,18967
2830,1150,18845
2831,3558,16417
2832,3040,16943
2833,1176,18819
2834,2410,17581
2835,2750,17239
2836,4232,15735
2837,1970,18023
2838,1783,18210
2839,1907,18086
2840,1335,18658
2841,2102,17891
2842,4668,15291
2843,6554,13225
2844,2574,17415
2845,4120,15849
2846,2062,17931
2847,2319,17672
2848,2351,17640
2849,4016,15955
2850,2058,17935
2851,4652,15309
2852,1362,18631
2853,4928,15007
2854,3484,16493
2855,3398,16579
2856,2710,17279
2857,3646,16329
2858,3732,16241
2859,3793,16178
2860,3898,16071
2861,1458,18535
2862,4542,15421
2863,4267,15700
2864,1849,18144
2865,3056,16927
2866,437,19560
2867,4881,15060
2868,4418,15547
2869,4501,15462
2870,4945,14990
2871,2765,17224
2872,4173,15794
2873,6215,13608
2874,2541,17448
2875,2221,17770
2876,4955,14980
2877,596,19399
2878,602,19393
2879,2146,17845
2880,3237,16742
2881,3649,16326
2882,3518,16459
2883,4066,15903
2884,4664,15295
2885,3369,16608
2886,2364,17627
2887,3125,16858
2888,4311,15654
2889,4759,15194
2890,1132,18863
2891,3774,16199
2892,1765,18228
2893,2235,17756
2894,2414,17577
2895,2739,17250
2896,3735,16238
2897,355,19644
2898,3154,16829
2899,1935,18058
2900,2612,17377
2901,1977,18016
2902,5114,14815
2903,2151,17840
2904,6087,13758
2905,4025,15944
2906,717,19278
2907,2205,17786
2908,2745,17244
2909,3088,16895
2910,3985,15984
2911,3539,16436
2912,4335,15630
2913,4429,15538
2914,3326,16651
2915,1732,18261
2916,3370,16607
2917,5830,14033
2918,2613,17376
2919,797,19198
2920,4568,15393
2921,1860,18133
2922,778,19217
2923,3377,16600
2924,342,19657
2925,5042,14887
2926,3513,16464
2927,5274,14637
2928,5569,14324
2929,2644,17345
2930,3272,16705
2931,2415,17576
2932,3556,16419
2933,2530,17459
2934,7578,7579
2935,2759,17230
2936,2064,17929
2937,3560,16415
2938,2352,17639
2939,1441,18552
2940,7789,11784
2941,2789,17200
2942,4330,15635
2943,2411,17580
2944,3801,16170
2945,1708,18285
2946,2373,17618
2947,2485,17504
2948,2300,17691
2949,1540,18453
2950,5486,14413
2951,4080,15889
2952,880,19115
2953,2697,17292
2954,4773,15180
2955,2974,17009
2956,3779,16192
2957,2494,17495
2958,2268,17723
2959,3185,16798
2960,3707,16266
2961,4238,15729
2962,2267,17724
2963,1863,18130
2964,1519,18474
2965,2901,17082
2966,824,19171
2967,506,19489
2968,283,19716
2969,3970,15999
2970,2176,17815
2971,627,19368
2972,3293,16684
2973,830,19165
2974,5356,14555
2975,2790,17199
2976,13269,13272
2977,3624,16351
2978,1754,18239
2979,1391,18602
2980,5201,14716
2981,4254,15713
2982,4939,14996
2983,4164,15803
2984,2512,17477
2985,4722,15235
2986,5580,14313
2987,5139,14784
2988,1489,18504
2989,243,19756
2990,3383,16594
2991,2124,17869
2992,3225,16754
2993,1219,18776
2994,6667,13080
2995,3486,16491
2996,2832,17153
2997,4292,15673
2998,3907,16062
2999,2975,17008
3000,3718,16255
3001,3617,16358
3002,2607,17382
3003,4162,15805
3004,6061,13794
3005,5306,14605
3006,2609,17380
3007,5374,14533
3008,1305,18690
3009,5343,14566
3010,2894,17089
3011,5623,14266
3012,2721,17268
3013,5338,14571
3014,3656,16317
3015,4575,15386
3016,2909,17074
3017,1323,18672
3018,3389,16588
3019,2743,17246
3020,1911,18082
3021,2500,17489
3022,1668,18325
3023,5967,13894
3024,4262,15705
3025,1731,18262
3026,4779,15172
3027,4055,15914
3028,4435,15532
3029,2914,17069
3030,3152,16831
3031,1918,18075
3032,1277,18718
3033,2650,17339
3034,3675,16298
3035,3808,16163
3036,6121,13722
3037,2805,17184
3038,3022,16961
3039,3507,16470
3040,1534,18459
3041,4464,15503
3042,1608,18385
3043,1804,18189
3044,4221,15746
3045,4795,15154
3046,1417,18576
3047,1496,18497
3048,1328,18667
3049,4507,15456
3050,4369,15596
3051,3910,16059
3052,910,19085
3053,4186,15781
3054,2961,17022
3055,1871,18122
3056,3662,16311
3057,2121,17872
3058,6434,13355
3059,3098,16885
3060,6189,13646
3061,2115,17878
3062,3693,16280
3063,7373,7374
3064,1397,18596
3065,5209,14708
3066,3937,16032
3067,3429,16548
3068,2156,17835
3069,3474,16503
3070,4690,15267
3071,4761,15192
3072,3092,16891
3073,3853,16120
3074,1327,18668
3075,1075,18920
3076,5194,14723
3077,3442,16535
3078,5818,14049
3079,2637,17352
3080,2683,17306
3081,5210,14707
3082,2752,17237
3083,3843,16128
3084,1903,18090
3085,3375,16602
3086,3876,16097
3087,3552,16423
3088,2315,17676
3089,2882,17101
3090,81,19918
3091,3872,16101
3092,4388,15577
3093,5099,14830
3094,5112,14817
3095,3809,16162
3096,2766,17223
3097,1350,18643
3098,2684,17305
3099,4806,15143
3100,2422,17569
3101,3372,16605
3102,6738,13003
3103,2354,17637
3104,3412,16565
3105,3408,16569
3106,4946,14989
3107,3830,16141
3108,2468,17521
3109,3034,16949
3110,2902,17081
3111,5552,14343
3112,3672,16301
3113,713,19282
3114,1951,18042
3115,4135,15834
3116,2662,17327
3117,6031,13824
3118,4051,15918
3119,5244,14667
3120,4555,15408
3121,4947,14988
3122,6243,13578
3123,4853,15092
3124,1548,18445
3125,5364,14545
3126,578,19417
3127,3352,16625
3128,4336,15629
3129,4364,15601
3130,2600,17389
3131,2762,17227
3132,4415,15550
3133,4224,15743
3134,2786,17203
3135,3015,16968
3136,3740,16233
3137,2451,17540
3138,1586,18407
3139,3773,16200
3140,1629,18364
3141,2976,17007
3142,3565,16410
3143,5108,14821
3144,3400,16577
3145,1898,18095
3146,118,19881
3147,584,19411
3148,1906,18087
3149,436,19561
3150,4830,15119
3151,2939,17044
3152,5731,14146
3153,4880,15061
3154,3265,16712
3155,4473,15492
3156,4556,15407
3157,2640,17349
3158,5383,14524
3159,2185,17806
3160,2932,17051
3161,7387,7388
3162,3419,16558
3163,6318,13487
3164,4601,15360
3165,2746,17243
3166,3399,16578
3167,3783,16188
3168,7312,12347
3169,2826,17159
3170,2566,17423
3171,2532,17457
3172,2960,17023
3173,3691,16282
3174,3659,16314
3175,2186,17805
3176,3505,16472
3177,2943,17040
3178,5075,14854
3179,4042,15927
3180,4193,15774
3181,4506,15457
3182,3789,16182
3183,2480,17509
3184,3425,16552
3185,3932,16037
3186,5791,14082
3187,1237,18758
3188,3743,16230
3189,2192,17799
3190,3050,16933
3191,1390,18603
3192,1744,18249
3193,1009,18986
3194,4403,15562
3195,4112,15857
3196,2220,17771
3197,2855,17130
3198,5018,14913
3199,4627,15334
3200,2641,17348
3201,6736,13005
3202,5052,14877
3203,2211,17780
3204,3307,16670
3205,4346,15619
3206,1549,18444
3207,3666,16307
3208,4015,15956
3209,1985,18008
3210,1158,18837
3211,6004,13853
3212,4405,15560
3213,1427,18566
3214,1924,18069
3215,2919,17064
3216,6286,13529
3217,5492,14407
3218,2113,17880
3219,5269,14642
3220,3029,16954
3221,2831,17154
3222,3947,16022
3223,4549,15414
3224,4146,15821
3225,780,19215
3226,2358,17633
3227,260,19739
3228,2579,17410
3229,3066,16917
3230,2958,17025
3231,3973,15996
3232,1870,18123
3233,4780,15171
3234,4202,15765
3235,3209,16772
3236,4326,15639
3237,3991,15978
3238,2625,17364
3239,3946,16023
3240,1043,18952
3241,3678,16295
3242,4341,15624
3243,4523,15440
3244,1805,18188
3245,3176,16807
3246,3016,16967
3247,4050,15919
3248,4242,15725
3249,3162,16821
3250,2061,17932
3251,3550,16425
3252,7330,12327
3253,4754,15201
3254,2195,17796
3255,1653,18340
3256,2797,17192
3257,3348,16629
3258,4218,15749
3259,2398,17593
3260,3079,16904
3261,1249,18746
3262,5757,14114
3263,1100,18895
3264,4282,15683
3265,5448,14457
3266,4682,15275
3267,4458,15509
3268,3913,16056
3269,4099,15870
3270,3257,16720
3271,5600,14291
3272,2895,17088
3273,1153,18842
3274,1393,18600
3275,3925,16044
3276,3495,16482
3277,6351,13458
3278,2046,17947
3279,3746,16227
3280,3492,16485
3281,3461,16516
3282,2780,17209
3283,2599,17390
3284,1711,18282
3285,3310,16667
3286,2368,17623
3287,751,19244
3288,3323,16654
3289,4070,15899
3290,2325,17666
3291,2172,17819
3292,4093,15876
3293,3996,15973
3294,3007,16976
3295,2705,17284
3296,2157,17834
3297,10947,10948
3298,3953,16016
3299,3803,16168
3300,5147,14776
3301,5347,14562
3302,3908,16061
3303,3778,16195
3304,5367,14542
3305,3278,16699
3306,2651,17338
3307,3791,16180
3308,7024,12663
3309,3143,16840
3310,3727,16246
3311,3591,16384
3312,3072,16911
3313,801,19194
3314,5226,14689
3315,2852,17133
3316,2130,17863
3317,4236,15731
