Vertice, Pai, Distancia
1896,2533,4
1897,7182,5
1898,534,5
1899,990,3
1900,675,5
1901,9414,4
1902,1859,3
1903,6653,4
1904,643,4
1905,5675,5
1906,2721,4
1907,936,5
1908,8163,4
1909,1266,4
1910,7763,4
1911,127,4
1912,7992,5
1913,8445,4
1914,1941,5
1915,6371,4
1916,4010,5
1917,6378,5
1918,4695,4
1919,4083,4
1920,28,5
1921,4996,4
1922,1643,3
1923,2559,5
1924,8285,4
1925,5204,4
1926,3809,4
1927,8067,5
1928,291,4
1929,2566,4
1930,8695,4
1931,4638,4
1932,3794,5
1933,9484,3
1934,3631,4
1935,8865,4
1936,8639,5
1937,9218,4
1938,7197,5
1939,9873,4
1940,3186,4
1941,9500,4
1942,9280,4
1943,5412,4
1944,2595,4
1945,5651,5
1946,2468,4
1947,2208,4
1948,9026,4
1949,6483,5
1950,3031,4
1951,6653,4
1952,9350,4
1953,3617,4
1954,4943,5
1955,9912,5
1956,8116,4
1957,4104,5
1958,118,5
1959,2500,4
1960,7015,5
1961,3412,4
1962,4188,3
1963,4466,5
1964,8129,5
1965,6356,5
1966,5854,5
1967,1610,5
1968,9674,3
1969,259,4
1970,6253,5
1971,8719,3
1972,8142,4
1973,6745,5
1974,6886,4
1975,8524,5
1976,4796,5
1977,2005,4
1978,5182,4
1979,4173,5
1980,887,3
1981,4029,4
1982,304,5
1983,4103,4
1984,8264,5
1985,2902,4
1986,9240,3
1987,2688,5
1988,5691,4
1989,5136,4
1990,9601,5
1991,8163,4
1992,9089,4
1993,779,5
1994,8855,5
1995,8344,4
1996,3743,5
1997,3884,5
1998,8194,4
1999,6843,4
2000,4083,4
2001,4796,5
2002,6668,5
2003,5745,4
2004,1890,3
2005,8994,3
2006,1614,5
2007,5071,5
2008,5768,4
2009,4815,5
2010,5098,4
2011,8651,4
2012,5603,5
2013,5817,5
2014,6265,4
2015,3963,5
2016,6990,5
2017,3445,5
2018,507,4
2019,7533,4
2020,2912,4
2021,6637,5
2022,4617,4
2023,1419,4
2024,6810,4
2025,7549,5
2026,20,5
2027,8292,5
2028,8468,5
2029,8270,5
2030,9874,5
2031,629,4
2032,4186,4
2033,1974,5
2034,5700,5
2035,6758,3
2036,9240,3
2037,8071,4
2038,6492,5
2039,8967,4
2040,4708,5
2041,649,4
2042,5586,4
2043,624,5
2044,9033,4
2045,2060,5
2046,4708,5
2047,7742,5
2048,6362,5
2049,4466,5
2050,308,5
2051,3698,5
2052,3423,4
2053,4353,4
2054,1428,4
2055,8117,4
2056,2738,5
2057,5884,4
2058,5630,5
2059,2895,4
2060,6769,4
2061,7913,4
2062,990,3
2063,3354,4
2064,8197,5
2065,6492,5
2066,2036,4
2067,9496,5
2068,2004,4
2069,1981,5
2070,9421,5
2071,8662,5
2072,3734,4
2073,4230,4
2074,2458,4
2075,4082,3
2076,5433,4
2077,200,5
2078,2506,5
2079,2478,5
2080,9279,4
2081,7752,5
2082,3037,4
2083,9059,4
2084,6804,4
2085,4675,5
2086,5070,4
2087,9885,3
2088,9770,4
2089,8087,4
2090,2242,5
2091,6125,5
2092,4523,4
2093,5745,4
2094,7052,4
2095,1215,5
2096,5307,3
2097,2437,4
2098,5481,4
2099,2171,5
2100,1485,4
2101,1027,4
2102,3025,4
2103,3373,4
2104,8007,4
2105,9945,2
2106,9355,4
2107,9500,4
2108,1710,4
2109,9397,5
2110,9864,5
2111,4743,3
2112,674,4
2113,9443,5
2114,2686,4
2115,5015,4
2116,6298,4
2117,9129,5
2118,9864,5
2119,5494,3
2120,3665,5
2121,7271,4
2122,1859,3
2123,3655,5
2124,5586,4
2125,9596,4
2126,7179,4
2127,260,3
2128,6265,4
2129,6493,4
2130,2958,4
2131,8522,4
2132,6532,4
2133,6486,5
2134,7159,5
2135,5071,5
2136,2742,4
2137,3834,5
2138,3267,4
2139,2939,5
2140,6685,4
2141,7676,5
2142,4790,4
2143,157,5
2144,2271,5
2145,9213,5
2146,5421,5
2147,8073,4
2148,9903,4
2149,9873,4
2150,7210,4
2151,6168,4
2152,3742,5
2153,127,4
2154,3225,4
2155,6371,4
2156,3605,4
2157,9645,5
2158,4427,4
2159,662,4
2160,6755,3
2161,6296,4
2162,6601,4
2163,1656,5
2164,8467,4
2165,71,4
2166,4029,4
2167,7564,4
2168,9021,4
2169,4246,4
2170,3267,4
2171,9898,4
2172,9257,5
2173,4115,5
2174,9240,3
2175,5398,5
2176,6218,4
2177,3606,3
2178,3960,4
2179,4303,3
2180,3537,4
2181,1346,5
2182,4499,5
2183,8488,3
2184,6095,4
2185,5031,5
2186,3774,5
2187,2368,5
2188,1470,4
2189,7237,5
2190,8736,4
2191,155,4
2192,1022,4
2193,3187,5
2194,9848,5
2195,450,4
2196,4074,5
2197,1814,4
2198,631,4
2199,2292,5
2200,5730,4
2201,5464,4
2202,1142,4
2203,444,5
2204,2075,4
2205,7106,5
2206,4624,5
2207,5618,5
2208,754,3
2209,6464,5
2210,9811,5
2211,9706,5
2212,6775,4
2213,5205,4
2214,274,4
2215,631,4
2216,534,5
2217,5502,4
2218,6328,5
2219,17,4
2220,1866,5
2221,4350,4
2222,5346,4
2223,7909,5
2224,4608,4
2225,7133,4
2226,643,4
2227,7924,5
2228,8443,5
2229,9059,4
2230,4784,5
2231,6790,5
2232,7578,5
2233,5141,4
2234,8687,5
2235,1804,4
2236,5731,5
2237,7373,4
2238,2908,4
2239,5010,4
2240,4643,4
2241,6559,4
2242,6849,4
2243,227,4
2244,4223,5
2245,4747,5
2246,1220,4
2247,4560,4
2248,5502,4
2249,2467,4
2250,1485,4
2251,9327,3
2252,9327,3
2253,604,4
2254,2818,5
2255,9906,5
2256,9388,4
2257,6253,5
2258,6302,5
2259,3437,4
2260,7744,4
2261,5897,5
2262,507,4
2263,2286,3
2264,1381,5
2265,6357,4
2266,6296,4
2267,2337,3
2268,1518,5
2269,4551,4
2270,3775,5
2271,9384,4
2272,3285,4
2273,8121,3
2274,3493,5
2275,3655,5
2276,1688,5
2277,3225,4
2278,1704,4
2279,4909,4
2280,2857,5
2281,9577,6
2282,4587,4
2283,7368,4
2284,8197,5
2285,4426,5
2286,9626,2
2287,8522,4
2288,3578,4
2289,9169,4
2290,4461,4
2291,6020,5
2292,5182,4
2293,1030,4
2294,35,1
2295,6168,4
2296,9500,4
2297,804,4
2298,5763,5
2299,1969,5
2300,5890,5
2301,5048,4
2302,1530,5
2303,2595,4
2304,9887,4
2305,6635,4
2306,6640,5
2307,3513,5
2308,6524,4
2309,9033,4
2310,4319,5
2311,2329,5
2312,5719,5
2313,6845,4
2314,3897,3
2315,8919,3
2316,3273,5
2317,6031,4
2318,2697,4
2319,4850,4
2320,5337,5
2321,8287,4
2322,7839,4
2323,8468,5
2324,9058,5
2325,8644,4
2326,4637,4
2327,4943,5
2328,9845,4
2329,2160,4
2330,4002,3
2331,779,5
2332,9384,4
2333,4698,3
2334,3960,4
2335,9021,4
2336,1415,3
2337,176,2
2338,4427,4
2339,9942,4
2340,4708,5
2341,3423,4
2342,2555,4
2343,7490,5
2344,5552,4
2345,852,4
2346,3156,5
2347,2368,5
2348,5076,3
2349,6902,5
2350,3076,5
2351,8763,5
2352,1578,5
2353,8975,3
2354,1554,5
2355,5402,5
2356,8808,5
2357,9530,4
2358,8347,2
2359,9976,4
2360,4296,6
2361,4882,4
2362,2083,5
2363,9799,5
2364,4483,4
2365,2997,4
2366,8452,4
2367,2458,4
2368,1030,4
2369,8399,5
2370,592,5
2371,8994,3
2372,6337,5
2373,1859,3
2374,9873,4
2375,2437,4
2376,3048,5
2377,9172,4
2378,9608,5
2379,8116,4
2380,6061,5
2381,4822,4
2382,7856,4
2383,127,4
2384,7254,4
2385,2273,4
2386,4029,4
2387,6263,4
2388,3114,5
2389,6685,4
2390,9059,4
2391,6524,4
2392,4082,3
2393,9852,5
2394,7097,5
2395,9910,3
2396,3910,5
2397,2176,5
2398,8744,4
2399,1324,4
2400,2916,4
2401,3736,4
2402,539,5
2403,723,4
2404,6644,4
2405,361,4
2406,846,4
2407,7790,5
2408,2686,4
2409,9668,5
2410,1109,5
2411,4241,4
2412,6845,4
2413,990,3
2414,2147,5
2415,478,5
2416,1673,4
2417,4801,5
2418,5390,4
2419,3443,5
2420,8159,4
2421,5180,5
2422,5974,5
2423,1125,5
2424,9329,5
2425,8022,4
2426,8065,5
2427,8073,4
2428,1175,5
2429,1472,5
2430,9375,5
2431,7238,5
2432,1849,4
2433,9309,5
2434,7418,5
2435,671,4
2436,8644,4
2437,5485,3
2438,2386,5
2439,3379,4
2440,7118,5
2441,8270,5
2442,1962,4
2443,3030,4
2444,5786,4
2445,6635,4
2446,450,4
2447,2899,5
2448,8307,5
2449,9309,5
2450,8495,4
2451,5601,4
2452,6282,4
2453,3093,5
2454,2344,5
2455,3388,4
2456,3675,5
2457,5555,5
2458,8857,3
2459,1565,5
2460,1878,5
2461,5973,5
2462,674,4
2463,8355,5
2464,5530,4
2465,1981,5
2466,9327,3
2467,7530,3
2468,9910,3
2469,2959,4
2470,3412,4
2471,6775,4
2472,9351,4
2473,null,2147483647
2474,227,4
2475,9514,4
2476,1540,4
2477,7824,4
2478,291,4
2479,9882,5
2480,5914,4
2481,9956,5
2482,2289,5
2483,8536,5
2484,1770,4
2485,3798,3
2486,8633,4
2487,8916,4
2488,6224,4
2489,3540,5
2490,4265,5
2491,6013,4
2492,4988,5
2493,4886,5
2494,2183,4
2495,2251,4
2496,8920,5
2497,9866,5
2498,9614,5
2499,6601,4
2500,4550,3
2501,7910,5
2502,674,4
2503,9976,4
2504,2273,4
2505,8151,5
2506,5692,4
2507,3862,5
2508,5744,4
2509,3186,4
2510,1962,4
2511,2785,5
2512,8291,4
2513,7056,5
2514,1971,4
2515,7176,4
2516,3484,5
2517,536,3
2518,9848,5
2519,3735,5
2520,5481,4
2521,4265,5
2522,485,5
2523,2964,5
2524,1717,4
2525,1016,5
2526,7133,4
2527,9885,3
2528,4481,4
2529,3827,4
2530,8543,3
2531,2411,5
2532,7302,4
2533,1473,3
2534,3428,4
2535,7824,4
2536,8035,4
2537,7913,4
2538,6886,4
2539,1518,5
2540,2517,4
2541,9384,4
2542,7672,5
2543,1880,5
2544,326,5
2545,2536,5
2546,516,4
2547,7414,5
2548,803,4
2549,6822,4
2550,4372,5
2551,9508,4
2552,6810,4
2553,9158,5
2554,3631,4
2555,8757,3
2556,8952,5
2557,8719,3
2558,2818,5
2559,2458,4
2560,2161,5
2561,6895,5
2562,1803,5
2563,4163,4
2564,9447,4
2565,7530,3
2566,4188,3
2567,277,4
2568,8070,5
2569,2330,4
2570,7520,5
2571,2891,5
2572,7637,4
2573,3477,4
2574,8447,5
2575,4918,4
2576,6366,4
2577,1803,5
2578,4708,5
2579,1773,5
2580,268,4
2581,1770,4
2582,3030,4
2583,3655,5
2584,6693,4
2585,2738,5
2586,9165,5
2587,1731,5
2588,72,5
2589,71,4
2590,3269,4
2591,6984,5
2592,1978,5
2593,8068,4
2594,604,4
2595,7512,3
2596,1831,5
2597,9643,4
2598,1473,3
2599,6804,4
2600,3945,5
2601,2273,4
2602,5141,4
2603,153,4
2604,806,4
2605,9381,5
2606,5076,3
2607,2005,4
2608,1366,5
2609,6886,4
2610,9426,4
2611,8142,4
2612,8946,5
2613,6091,4
2614,4061,4
2615,6371,4
2616,745,3
2617,8065,5
2618,1145,5
2619,9315,5
2620,8975,3
2621,4558,5
2622,4186,4
2623,3567,5
2624,6318,5
2625,6057,5
2626,9397,5
2627,971,4
2628,1604,5
2629,6950,5
2630,8716,4
2631,749,5
2632,9814,5
2633,118,5
2634,3032,5
2635,6809,4
2636,6809,4
2637,4643,4
2638,2444,5
2639,7114,5
2640,4695,4
2641,7408,4
2642,3454,4
2643,3207,4
2644,9612,4
2645,3472,4
2646,7470,5
2647,4638,4
2648,15,5
2649,99,4
2650,4366,4
2651,158,5
2652,4597,5
2653,9807,5
2654,1158,5
2655,1710,4
2656,5169,4
2657,4348,4
2658,2127,4
2659,4840,5
2660,2286,3
2661,5884,4
2662,3154,5
2663,629,4
2664,4659,4
2665,8082,5
2666,2709,4
2667,8975,3
2668,7251,4
2669,1739,5
2670,5534,4
2671,6668,5
2672,8011,5
2673,9091,5
2674,2557,4
2675,7271,4
2676,4945,4
2677,4790,4
2678,7577,6
2679,8082,5
2680,251,5
2681,8964,4
2682,431,4
2683,8760,4
2684,9783,3
2685,3075,4
2686,195,3
2687,4830,4
2688,1613,4
2689,546,3
2690,9853,5
2691,2864,5
2692,4802,5
2693,8760,4
2694,6744,4
2695,7351,4
2696,1225,3
2697,8857,3
2698,4171,5
2699,9668,5
2700,6493,4
2701,9406,4
2702,7851,5
2703,6931,5
2704,9854,4
2705,8916,4
2706,849,4
2707,6654,4
2708,3461,5
2709,7530,3
2710,9845,4
2711,3734,4
2712,6801,5
2713,6790,5
2714,291,4
2715,7011,4
2716,2714,5
2717,2818,5
2718,7239,5
2719,8344,4
2720,7755,5
2721,146,3
2722,5668,4
2723,8347,2
2724,2160,4
2725,548,5
2726,227,4
2727,6351,5
2728,9868,4
2729,2820,5
2730,8163,4
2731,9419,4
2732,3945,5
2733,5446,4
2734,2238,5
2735,4233,5
2736,8673,5
2737,242,4
2738,8644,4
2739,5668,4
2740,8210,4
2741,361,4
2742,2358,3
2743,6731,5
2744,5651,5
2745,1803,5
2746,8878,4
2747,2595,4
2748,3087,4
2749,3349,5
2750,8985,5
2751,3428,4
2752,6116,4
2753,9148,5
2754,8857,3
2755,1054,5
2756,9514,4
2757,909,3
2758,72,5
2759,4028,4
2760,9026,4
2761,7581,5
2762,4598,4
2763,3030,4
2764,6879,5
2765,5070,4
2766,5795,5
2767,3379,4
2768,4483,4
2769,5613,5
2770,7910,5
2771,9140,5
2772,3664,5
2773,1959,5
2774,9305,4
2775,7489,4
2776,5156,4
2777,6947,4
2778,3192,4
2779,5303,5
2780,5697,5
2781,6378,5
2782,8098,4
2783,8495,4
2784,7851,5
2785,7271,4
2786,6442,5
2787,6986,5
2788,5134,5
2789,5036,4
2790,8163,4
2791,7115,5
2792,6282,4
2793,6886,4
2794,8210,4
2795,2336,4
2796,8267,4
2797,5141,4
2798,5390,4
2799,2337,3
2800,2036,4
2801,7417,5
2802,2127,4
2803,2686,4
2804,4698,3
2805,4191,5
2806,2096,4
2807,7770,4
2808,5107,5
2809,1446,4
2810,3978,5
2811,4319,5
2812,7782,5
2813,2339,5
2814,4481,4
2815,9875,5
2816,4002,3
2817,6728,5
2818,8644,4
2819,8421,5
2820,8455,4
2821,6623,5
2822,1521,5
2823,6109,5
2824,823,4
2825,7645,3
2826,4804,5
2827,8073,4
2828,1530,5
2829,5574,5
2830,7883,5
2831,485,5
2832,7291,5
2833,6132,3
2834,3606,3
2835,1431,5
2836,5818,5
2837,4909,4
2838,3964,5
2839,1123,5
2840,9770,4
2841,4659,4
2842,6224,4
2843,9158,5
2844,4528,4
2845,7033,5
2846,9613,5
2847,1540,4
2848,1978,5
2849,8468,5
2850,7474,4
2851,2924,5
2852,5899,5
2853,7031,5
2854,1986,4
2855,4086,5
2856,9701,4
2857,4402,4
2858,413,5
2859,5482,4
2860,6905,4
2861,7922,5
2862,4637,4
2863,7061,4
2864,6411,4
2865,536,3
2866,643,4
2867,7989,5
2868,7621,4
2869,3793,5
2870,6223,4
2871,7021,4
2872,1062,4
2873,6218,4
2874,1719,5
2875,4941,5
2876,2036,4
2877,4186,4
2878,5485,3
2879,1702,4
2880,7251,4
2881,9309,5
2882,459,4
2883,9732,4
2884,6218,4
2885,2825,4
2886,3796,5
2887,1122,4
2888,3902,5
2889,8964,4
2890,8411,4
2891,99,4
2892,810,5
2893,2696,4
2894,1985,5
2895,1225,3
2896,4123,5
2897,5678,5
2898,8349,5
2899,7229,4
2900,3578,4
2901,5587,4
2902,7530,3
2903,909,3
2904,3685,5
2905,9129,5
2906,3381,5
2907,6283,5
2908,4082,3
2909,2286,3
2910,6007,5
2911,3910,5
2912,5006,3
2913,9165,5
2914,6464,5
2915,3025,4
2916,5110,3
2917,7814,4
2918,7129,5
2919,4029,4
2920,9169,4
2921,4182,5
2922,7060,5
2923,5696,5
2924,6341,4
2925,7151,5
2926,2147,5
2927,7351,4
2928,9384,4
2929,6677,5
2930,9622,5
2931,71,4
2932,2667,4
2933,2190,5
2934,7130,5
2935,6685,4
2936,8633,4
2937,4462,4
2938,8501,5
2939,6804,4
2940,1731,5
2941,7818,5
2942,7237,5
2943,2834,4
2944,5464,4
2945,8794,5
2946,6267,5
2947,8620,5
2948,173,5
2949,7414,5
2950,7395,4
2951,4127,5
2952,4986,5
2953,6851,5
2954,66,4
2955,1806,4
2956,6801,5
2957,3186,4
2958,7512,3
2959,7413,3
2960,3001,5
2961,6660,4
2962,8051,4
2963,9856,5
2964,7251,4
2965,4836,5
2966,5115,5
2967,9516,4
2968,4918,4
2969,3031,4
2970,3154,5
2971,8567,3
2972,5739,5
2973,673,4
2974,8046,5
2975,6921,4
2976,2738,5
2977,7399,5
2978,2170,5
2979,3191,4
2980,4659,4
2981,1366,5
2982,5581,5
2983,6381,4
2984,1105,4
2985,6430,5
2986,1465,4
2987,4104,5
2988,5035,4
2989,3214,4
2990,8192,4
2991,6013,4
2992,2541,5
2993,2527,4
2994,7557,5
2995,7408,4
2996,2087,4
2997,7512,3
2998,849,4
2999,4292,5
3000,659,4
3001,6775,4
3002,6168,4
3003,6660,4
3004,1216,4
3005,9887,4
3006,2833,4
3007,1702,4
3008,444,5
3009,9375,5
3010,261,5
3011,7923,5
3012,1704,4
3013,6654,4
3014,5121,4
3015,1022,4
3016,4350,4
3017,1473,3
3018,3631,4
3019,7990,5
3020,1956,5
3021,9854,4
3022,3001,5
3023,6972,5
3024,4850,4
3025,1133,3
3026,2864,5
3027,4390,5
3028,5404,5
3029,1032,5
3030,4550,3
3031,1064,3
3032,2119,4
3033,4303,3
3034,5588,5
3035,7236,5
3036,1806,4
3037,2286,3
3038,8229,4
3039,3746,4
3040,5036,4
3041,5134,5
3042,1890,3
3043,8291,4
3044,8117,4
3045,6351,5
3046,2004,4
3047,1643,3
3048,732,4
3049,4558,5
3050,6804,4
3051,7498,5
3052,2166,5
3053,7824,4
3054,9419,4
3055,5467,5
3056,8285,4
3057,2984,5
3058,6755,3
3059,2296,5
3060,8418,4
3061,2816,4
3062,629,4
3063,3608,5
3064,9762,4
3065,1933,4
3066,9169,4
3067,9426,4
3068,7342,5
3069,6528,5
3070,729,4
3071,9511,5
3072,659,4
3073,7488,5
3074,7637,4
3075,2723,3
3076,1540,4
3077,4199,5
3078,236,5
3079,8446,5
3080,404,5
3081,8455,4
3082,2122,4
3083,9788,5
3084,8610,5
3085,6168,4
3086,179,5
3087,2286,3
3088,6646,5
3089,9158,5
3090,5247,4
3091,1194,5
3092,3507,5
3093,1218,4
3094,2950,5
3095,7373,4
3096,7645,3
3097,8567,3
3098,2087,4
3099,7774,4
3100,7885,4
3101,9047,4
3102,9530,4
3103,8300,4
3104,5464,4
3105,6775,4
3106,8328,5
3107,2468,4
3108,4743,3
3109,7178,4
3110,6427,4
3111,7656,5
3112,9771,5
3113,8051,4
3114,9479,4
3115,7178,4
3116,5974,5
3117,8744,4
3118,5532,4
3119,799,4
3120,1341,4
3121,9892,5
3122,1710,4
3123,5068,5
3124,2833,4
3125,5146,5
3126,5279,4
3127,8412,5
3128,2912,4
3129,9559,4
3130,8971,5
3131,6310,5
3132,6947,4
3133,766,4
3134,3484,5
3135,4450,5
3136,852,4
3137,3373,4
3138,7267,5
3139,3466,4
3140,2174,4
3141,104,5
3142,6795,4
3143,3046,5
3144,3149,5
3145,5489,5
3146,9571,3
3147,7753,4
3148,3965,6
3149,4402,4
3150,3191,4
3151,7514,5
3152,7017,5
3153,9762,4
3154,2273,4
3155,6755,3
3156,9423,4
3157,4516,4
3158,2549,5
3159,5066,5
3160,4188,3
3161,388,4
3162,2912,4
3163,9936,5
3164,6798,5
3165,2908,4
3166,2315,4
3167,8335,3
3168,8749,5
3169,7031,5
3170,1281,4
3171,259,4
3172,2595,4
3173,1877,5
3174,6107,5
3175,1485,4
3176,9515,5
3177,6782,4
3178,6337,5
3179,4826,5
3180,5405,4
3181,4419,5
3182,3579,5
3183,4061,4
3184,8725,4
3185,2776,5
3186,9885,3
3187,2895,4
3188,9514,4
3189,2126,5
3190,9566,5
3191,4743,3
3192,1133,3
3193,5304,4
3194,7357,4
3195,6132,3
3196,4086,5
3197,9783,3
3198,7820,4
3199,6097,4
3200,5455,5
3201,5361,5
3202,6896,5
3203,1578,5
3204,4171,5
3205,1325,4
3206,3963,5
3207,2358,3
3208,1941,5
3209,5876,4
3210,6481,5
3211,8656,5
3212,6973,5
3213,7444,5
3214,195,3
3215,2649,5
3216,2696,4
3217,7202,5
3218,4348,4
3219,2018,5
3220,6654,4
3221,7533,4
3222,6618,5
3223,5140,4
3224,1228,5
3225,1473,3
3226,5035,4
3227,8051,4
3228,2865,4
3229,5034,5
3230,4014,5
3231,3155,4
3232,5204,4
3233,3575,5
3234,8004,4
3235,7182,5
3236,6464,5
3237,538,5
3238,8705,4
3239,1633,4
3240,2569,5
3241,153,4
3242,6328,5
3243,2903,4
3244,4070,5
3245,157,5
3246,8323,4
3247,8258,4
3248,4830,4
3249,9082,3
3250,3167,4
3251,6804,4
3252,9356,5
3253,1133,3
3254,3288,5
3255,897,5
3256,1142,4
3257,4422,5
3258,4790,4
3259,2595,4
3260,8447,5
3261,1803,5
3262,9944,5
3263,9309,5
3264,754,3
3265,9305,4
3266,4600,5
3267,5006,3
3268,5234,4
3269,6132,3
3270,3062,5
3271,4842,5
3272,823,4
3273,9423,4
3274,6054,4
3275,7564,4
3276,2833,4
3277,9443,5
3278,4366,4
3279,3388,4
3280,602,5
3281,9853,5
3282,6072,5
3283,9513,5
3284,2119,4
3285,7413,3
3286,4637,4
3287,1595,5
3288,7061,4
3289,5666,5
3290,5189,5
3291,7373,4
3292,6288,5
3293,8664,4
3294,5587,4
3295,7815,5
3296,4763,5
3297,8976,5
3298,9944,5
3299,1729,5
3300,3047,4
3301,5890,5
3302,2565,4
3303,7400,5
3304,7863,5
3305,7776,4
3306,9626,2
3307,6942,4
3308,5795,5
3309,7099,4
3310,9240,3
3311,6775,4
3312,4168,5
3313,632,5
3314,8563,5
3315,9621,5
3316,7776,4
3317,6804,4
3318,4757,5
3319,4561,5
3320,6809,4
3321,4028,4
3322,2856,5
3323,7476,5
3324,5329,4
3325,9367,5
3326,9061,5
3327,2668,5
3328,733,5
3329,606,4
3330,2491,5
3331,9847,5
3332,7533,4
3333,8811,5
3334,5740,4
3335,9994,5
3336,7549,5
3337,4974,4
3338,4235,4
3339,1731,5
3340,21,5
3341,9941,5
3342,5740,4
3343,9612,4
3344,9735,4
3345,5204,4
3346,4032,5
3347,4163,4
3348,2253,5
3349,4402,4
3350,9511,5
3351,105,5
3352,1495,4
3353,1814,4
3354,8543,3
3355,9534,5
3356,9279,4
3357,8073,4
3358,8964,4
3359,3575,5
3360,1366,5
3361,6905,4
3362,5393,5
3363,2333,4
3364,1164,5
3365,1731,5
3366,7251,4
3367,6168,4
3368,9309,5
3369,6160,5
3370,5156,4
3371,9726,5
3372,5730,4
3373,1248,3
3374,9910,3
3375,6352,5
3376,2688,5
3377,2263,4
3378,5666,5
3379,990,3
3380,1111,4
3381,2392,4
3382,9082,3
3383,7407,3
3384,9632,4
3385,4199,5
3386,6300,5
3387,9511,5
3388,9484,3
3389,1493,4
3390,7153,4
3391,6684,5
3392,9601,5
3393,1207,4
3394,343,4
3395,2818,5
3396,896,5
3397,5678,5
3398,4223,5
3399,2427,5
3400,2919,5
3401,1773,5
3402,7351,4
3403,7719,5
3404,6559,4
3405,7526,4
3406,6516,5
3407,1803,5
3408,1144,4
3409,7510,4
3410,2647,5
3411,7172,6
3412,7512,3
3413,7328,6
3414,231,4
3415,3075,4
3416,1454,5
3417,3096,4
3418,1005,5
3419,3354,4
3420,5048,4
3421,5464,4
3422,518,5
3423,546,3
3424,3366,5
3425,3037,4
3426,6309,5
3427,9619,4
3428,8335,3
3429,1717,4
3430,155,4
3431,7763,4
3432,7828,4
3433,2296,5
3434,3383,4
3435,7436,5
3436,3761,5
3437,5494,3
3438,6942,4
3439,4422,5
3440,259,4
3441,483,5
3442,8285,4
3443,7368,4
3444,9273,5
3445,291,4
3446,3664,5
3447,9758,5
3448,9458,5
3449,6921,4
3450,7283,4
3451,1465,4
3452,3311,5
3453,4374,5
3454,4002,3
3455,1424,5
3456,7689,5
3457,6661,5
3458,8771,4
3459,9932,4
3460,5746,5
3461,433,4
3462,6320,4
3463,9148,5
3464,6412,5
3465,6009,5
3466,1859,3
3467,1720,5
3468,3651,4
3469,5603,5
3470,9770,4
3471,1008,5
3472,8121,3
3473,6097,4
3474,5405,4
3475,2825,4
3476,4353,4
3477,7407,3
3478,9383,5
3479,7444,5
3480,8920,5
3481,2122,4
3482,8537,5
3483,8007,4
3484,3437,4
3485,4833,5
3486,6809,4
3487,2177,4
3488,8267,4
3489,260,3
3490,3273,5
3491,7859,4
3492,1535,5
3493,4402,4
3494,2392,4
3495,5170,5
3496,9227,5
3497,8117,4
3498,7273,5
3499,8052,5
3500,2939,5
3501,2971,4
3502,7910,5
3503,9951,5
3504,9082,3
3505,1928,5
3506,9555,4
3507,1004,4
3508,6263,4
3509,531,5
3510,8147,4
3511,2871,5
3512,7592,4
3513,3058,4
3514,2834,4
3515,153,4
3516,9887,4
3517,6693,4
3518,4747,5
3519,9751,4
3520,9976,4
3521,6046,4
3522,9317,2
3523,2392,4
3524,3911,4
3525,5531,5
3526,6603,5
3527,9613,5
3528,3623,5
3529,5140,4
3530,2620,4
3531,9047,4
3532,9479,4
3533,1252,4
3534,3943,4
3535,2799,4
3536,8664,4
3537,9783,3
3538,8865,4
3539,7828,4
3540,8597,4
3541,8810,5
3542,5624,5
3543,535,5
3544,8597,4
3545,670,5
3546,7839,4
3547,3192,4
3548,8300,4
3549,6371,4
3550,3714,4
3551,1755,5
3552,8174,4
3553,6962,5
3554,4466,5
3555,6160,5
3556,2023,5
3557,8163,4
3558,2358,3
3559,2160,4
3560,6320,4
3561,7315,5
3562,459,4
3563,272,5
3564,563,4
3565,3879,5
3566,7709,4
3567,4353,4
3568,1049,5
3569,6013,4
3570,9793,5
3571,2035,4
3572,8035,4
3573,3714,4
3574,2176,5
3575,3489,4
3576,9279,4
3577,7251,4
3578,2286,3
3579,7384,4
3580,9885,3
3581,8711,5
3582,2208,4
3583,1252,4
3584,8383,5
3585,7885,4
3586,994,5
3587,7287,5
3588,8192,4
3589,6035,4
3590,3734,4
3591,4450,5
3592,6320,4
3593,5884,4
3594,9970,5
3595,21,5
3596,7335,5
3597,4869,5
3598,6942,4
3599,8336,5
3600,758,4
3601,2467,4
3602,8966,5
3603,175,5
3604,3187,5
3605,8335,3
3606,8347,2
3607,9653,5
3608,1200,4
3609,2909,4
3610,3578,4
3611,3160,4
3612,7946,5
3613,5142,4
3614,3423,4
3615,5182,4
3616,5036,4
3617,1064,3
3618,3248,5
3619,3575,5
3620,6911,4
3621,3988,5
3622,8470,5
3623,7655,4
3624,3717,4
3625,3354,4
3626,9985,5
3627,521,4
3628,2549,5
3629,3214,4
3630,2895,4
3631,839,3
3632,373,4
3633,3472,4
3634,7682,5
3635,240,4
3636,4516,4
3637,1083,5
3638,5140,4
3639,9335,4
3640,8595,5
3641,8125,5
3642,7090,5
3643,7032,5
3644,5871,5
3645,2785,5
3646,9436,5
3647,9804,5
3648,6921,4
3649,668,4
3650,7193,4
3651,4200,3
3652,9270,5
3653,5731,5
3654,5031,5
3655,2816,4
3656,1324,4
3657,7475,4
3658,7283,4
3659,411,5
3660,8521,5
3661,6007,5
3662,4051,5
3663,2238,5
