Vertice, Descoberto, Finalizado
1765,1306,6389
1766,2094,5601
1767,1359,6336
1768,1724,5971
1769,687,7008
1770,265,7430
1771,0,0
1772,1890,5805
1773,428,7267
1774,3085,4610
1775,0,0
1776,952,6743
1777,903,6792
1778,1322,6373
1779,2845,4850
1780,0,0
1781,0,0
1782,1803,5892
1783,1740,5955
1784,0,0
1785,2848,4847
1786,1050,6645
1787,2807,4888
1788,1469,6226
1789,0,0
1790,3081,4614
1791,2885,4810
1792,3055,4640
1793,2663,5032
1794,346,7349
1795,3087,4608
1796,571,7124
1797,162,7533
1798,2117,5578
1799,530,7165
1800,3250,4445
1801,156,7539
1802,0,0
1803,3266,4429
1804,2264,5431
1805,2787,4908
1806,2973,4722
1807,3523,4172
1808,1476,6219
1809,1053,6642
1810,16,7679
1811,1463,6232
1812,1745,5950
1813,430,7265
1814,1520,6175
1815,2985,4710
1816,1699,5996
1817,2382,5313
1818,0,0
1819,3038,4657
1820,10,7685
1821,0,0
1822,3195,4500
1823,322,7373
1824,1610,6085
1825,0,0
1826,1929,5766
1827,3677,4018
1828,1766,5929
1829,1067,6628
1830,1620,6075
1831,0,0
1832,2085,5610
1833,3670,4025
1834,2492,5203
1835,3494,4201
1836,2313,5382
1837,1374,6321
1838,1645,6050
1839,583,7112
1840,926,6769
1841,3019,4676
1842,647,7048
1843,2561,5134
1844,767,6928
1845,1773,5922
1846,3299,4396
1847,1471,6224
1848,3230,4465
1849,0,0
1850,3705,3990
1851,485,7210
1852,0,0
1853,2230,5465
1854,1311,6384
1855,1583,6112
1856,2486,5209
1857,3339,4356
1858,3498,4197
1859,2282,5413
1860,2439,5256
1861,2065,5630
1862,1103,6592
1863,2288,5407
1864,401,7294
1865,2091,5604
1866,2631,5064
1867,2141,5554
1868,224,7471
1869,872,6823
1870,773,6922
1871,1780,5915
1872,2590,5105
1873,324,7371
1874,923,6772
1875,560,7135
1876,927,6768
1877,639,7056
1878,1173,6522
1879,4,7691
1880,2335,5360
1881,341,7354
1882,2774,4921
1883,1142,6553
1884,0,0
1885,1802,5893
1886,1461,6234
1887,555,7140
1888,1256,6439
1889,2638,5057
1890,2666,5029
1891,2237,5458
1892,2434,5261
1893,2583,5112
1894,3679,4016
1895,1019,6676
1896,1861,5834
1897,2945,4750
1898,1623,6072
1899,2808,4887
1900,2616,5079
1901,2491,5204
1902,3771,3924
1903,1644,6051
1904,2453,5242
1905,2669,5026
1906,2396,5299
1907,3612,4083
1908,2837,4858
1909,0,0
1910,2223,5472
1911,1259,6436
1912,0,0
1913,3094,4601
1914,591,7104
1915,421,7274
1916,2038,5657
1917,2800,4895
1918,2653,5042
1919,338,7357
1920,859,6836
1921,1948,5747
1922,1108,6587
1923,760,6935
1924,2556,5139
1925,2711,4984
1926,0,0
1927,1824,5871
1928,2154,5541
1929,3483,4212
1930,1945,5750
1931,1273,6422
1932,405,7290
1933,1114,6581
1934,2238,5457
1935,3192,4503
1936,2925,4770
1937,0,0
1938,1252,6443
1939,2799,4896
1940,2216,5479
1941,288,7407
1942,0,0
1943,1677,6018
1944,3078,4617
1945,913,6782
1946,3440,4255
1947,1944,5751
1948,2159,5536
1949,2187,5508
1950,1031,6664
1951,2839,4856
1952,1230,6465
1953,1572,6123
1954,2095,5600
1955,2455,5240
1956,1238,6457
1957,330,7365
1958,1956,5739
1959,1289,6406
1960,1117,6578
1961,3643,4052
1962,0,0
1963,808,6887
1964,191,7504
1965,2912,4783
1966,635,7060
1967,1334,6361
1968,0,0
1969,0,0
1970,3373,4322
1971,2915,4780
1972,2027,5668
1973,1062,6633
1974,3404,4291
1975,2305,5390
1976,857,6838
1977,1743,5952
1978,1509,6186
1979,2278,5417
1980,2199,5496
1981,2509,5186
1982,1498,6197
1983,2079,5616
1984,1931,5764
1985,637,7058
1986,3627,4068
1987,551,7144
1988,3090,4605
1989,0,0
1990,329,7366
1991,55,7640
1992,735,6960
1993,2031,5664
1994,0,0
1995,2289,5406
1996,2083,5612
1997,1003,6692
1998,2118,5577
1999,0,0
2000,3358,4337
2001,694,7001
2002,3446,4249
2003,2747,4948
2004,2667,5028
2005,2476,5219
2006,0,0
2007,3499,4196
2008,2986,4709
2009,2592,5103
2010,2206,5489
2011,1421,6274
2012,822,6873
2013,1232,6463
2014,2876,4819
2015,0,0
2016,2654,5041
2017,0,0
2018,2280,5415
2019,0,0
2020,0,0
2021,3097,4598
2022,0,0
2023,1957,5738
2024,328,7367
2025,2870,4825
2026,0,0
2027,2287,5408
2028,1010,6685
2029,958,6737
2030,378,7317
2031,2209,5486
2032,70,7625
2033,1599,6096
2034,0,0
2035,491,7204
2036,2963,4732
2037,3708,3987
2038,2208,5487
2039,1997,5698
2040,769,6926
2041,2782,4913
2042,1215,6480
2043,1705,5990
2044,2224,5471
2045,739,6956
2046,2527,5168
2047,2037,5658
2048,0,0
2049,3045,4650
2050,1270,6425
2051,99,7596
2052,3613,4082
2053,3164,4531
2054,2796,4899
2055,2647,5048
2056,3332,4363
2057,753,6942
2058,1984,5711
2059,65,7630
2060,1761,5934
2061,54,7641
2062,1221,6474
2063,1843,5852
2064,3823,3872
2065,2879,4816
2066,2964,4731
2067,0,0
2068,1499,6196
2069,1995,5700
2070,3762,3933
2071,1771,5924
2072,889,6806
2073,2385,5310
2074,2601,5094
2075,2738,4957
2076,2204,5491
2077,1606,6089
2078,1128,6567
2079,1679,6016
2080,2587,5108
2081,0,0
2082,2353,5342
2083,2862,4833
2084,3750,3945
2085,198,7497
2086,1701,5994
2087,2626,5069
2088,2023,5672
2089,1624,6071
2090,2950,4745
2091,0,0
2092,1329,6366
2093,1046,6649
2094,0,0
2095,3840,3855
2096,0,0
2097,3033,4662
2098,744,6951
2099,2940,4755
2100,0,0
2101,33,7662
2102,608,7087
2103,1832,5863
2104,1742,5953
2105,2467,5228
2106,2249,5446
2107,783,6912
2108,1982,5713
2109,0,0
2110,1952,5743
2111,2635,5060
2112,875,6820
2113,518,7177
2114,3144,4551
2115,3753,3942
2116,2760,4935
2117,2788,4907
2118,0,0
2119,1276,6419
2120,1755,5940
2121,1089,6606
2122,0,0
2123,977,6718
2124,1495,6200
2125,3027,4668
2126,3000,4695
2127,165,7530
2128,3595,4100
2129,3187,4508
2130,2269,5426
2131,448,7247
2132,2910,4785
2133,0,0
2134,1011,6684
2135,0,0
2136,3207,4488
2137,2630,5065
2138,465,7230
2139,1092,6603
2140,2863,4832
2141,0,0
2142,1920,5775
2143,2006,5689
2144,1643,6052
2145,0,0
2146,1533,6162
2147,1875,5820
2148,1434,6261
2149,0,0
2150,2835,4860
2151,1940,5755
2152,0,0
2153,2967,4728
2154,2802,4893
2155,698,6997
2156,0,0
2157,0,0
2158,0,0
2159,3758,3937
2160,0,0
2161,2511,5184
2162,2181,5514
2163,2692,5003
2164,0,0
2165,2142,5553
2166,1793,5902
2167,587,7108
2168,2841,4854
2169,2898,4797
2170,2470,5225
2171,1557,6138
2172,0,0
2173,3248,4447
2174,1413,6282
2175,0,0
2176,2161,5534
2177,1694,6001
2178,3807,3888
2179,1250,6445
2180,616,7079
2181,618,7077
2182,2499,5196
2183,0,0
2184,354,7341
2185,1169,6526
2186,3260,4435
2187,147,7548
2188,1084,6611
2189,0,0
2190,2529,5166
2191,1008,6687
2192,597,7098
2193,2594,5101
2194,0,0
2195,135,7560
2196,3220,4475
2197,2729,4966
2198,1308,6387
2199,3598,4097
2200,3011,4684
2201,1293,6402
2202,634,7061
2203,0,0
2204,966,6729
2205,2226,5469
2206,0,0
2207,2693,5002
2208,1943,5752
2209,557,7138
2210,2408,5287
2211,1650,6045
2212,1718,5977
2213,2004,5691
2214,899,6796
2215,2502,5193
2216,2658,5037
2217,1197,6498
2218,385,7310
2219,0,0
2220,2531,5164
2221,1346,6349
2222,2823,4872
2223,0,0
2224,2250,5445
2225,0,0
2226,3067,4628
2227,0,0
2228,0,0
2229,1881,5814
2230,2937,4758
2231,3821,3874
2232,2611,5084
2233,497,7198
2234,2361,5334
2235,2265,5430
2236,0,0
2237,0,0
2238,1683,6012
2239,1453,6242
2240,0,0
2241,3496,4199
2242,3025,4670
2243,68,7627
2244,1580,6115
2245,0,0
2246,1060,6635
2247,318,7377
2248,1326,6369
2249,3685,4010
2250,2995,4700
2251,3304,4391
2252,2348,5347
2253,3279,4416
2254,1636,6059
2255,486,7209
2256,3754,3941
2257,1047,6648
2258,3167,4528
2259,2292,5403
2260,586,7109
2261,2261,5434
2262,3654,4041
2263,1604,6091
2264,454,7241
2265,3147,4548
2266,3026,4669
2267,1478,6217
2268,3621,4074
2269,1412,6283
2270,356,7339
2271,2263,5432
2272,3311,4384
2273,0,0
2274,3618,4077
2275,882,6813
2276,1404,6291
2277,663,7032
2278,1934,5761
2279,1879,5816
2280,2516,5179
2281,0,0
2282,2343,5352
2283,2214,5481
2284,3102,4593
2285,3255,4440
2286,1932,5763
2287,2114,5581
2288,2714,4981
2289,0,0
2290,2595,5100
2291,1445,6250
2292,249,7446
2293,1261,6434
2294,1369,6326
2295,3318,4377
2296,0,0
2297,2817,4878
2298,1902,5793
2299,1734,5961
2300,3428,4267
2301,0,0
2302,1269,6426
2303,1052,6643
2304,3177,4518
2305,2107,5588
2306,2606,5089
2307,1552,6143
2308,1893,5802
2309,3528,4167
2310,3296,4399
2311,2082,5613
2312,3148,4547
2313,636,7059
2314,2617,5078
2315,0,0
2316,957,6738
2317,2554,5141
2318,1078,6617
2319,1807,5888
2320,866,6829
2321,1402,6293
2322,3347,4348
2323,3159,4536
2324,0,0
2325,2100,5595
2326,3697,3998
2327,1239,6456
2328,1663,6032
2329,2081,5614
2330,2952,4743
2331,964,6731
2332,2153,5542
2333,0,0
2334,3334,4361
2335,0,0
2336,3630,4065
2337,1819,5876
2338,3166,4529
2339,1865,5830
2340,3222,4473
2341,3001,4694
2342,1264,6431
2343,0,0
2344,504,7191
2345,0,0
2346,2318,5377
2347,1769,5926
2348,528,7167
2349,2362,5333
2350,0,0
2351,0,0
2352,3093,4602
2353,762,6933
2354,2610,5085
2355,0,0
2356,0,0
2357,904,6791
2358,3205,4490
2359,2272,5423
2360,2523,5172
2361,3158,4537
2362,0,0
2363,1554,6141
2364,0,0
2365,0,0
2366,0,0
2367,2203,5492
2368,451,7244
2369,0,0
2370,2770,4925
2371,3130,4565
2372,729,6966
2373,2947,4748
2374,1613,6082
2375,62,7633
2376,0,0
2377,0,0
2378,0,0
2379,2581,5114
2380,1214,6481
2381,1776,5919
2382,3491,4204
2383,2089,5606
2384,1790,5905
2385,2517,5178
2386,1451,6244
2387,0,0
2388,1268,6427
2389,1235,6460
2390,1507,6188
2391,3606,4089
2392,524,7171
2393,1367,6328
2394,2700,4995
2395,1486,6209
2396,1290,6405
2397,2162,5533
2398,3575,4120
2399,678,7017
2400,1122,6573
2401,0,0
2402,984,6711
2403,1344,6351
2404,351,7344
2405,1670,6025
2406,3106,4589
2407,2378,5317
2408,0,0
2409,2103,5592
2410,3196,4499
2411,2150,5545
2412,0,0
2413,1597,6098
2414,1563,6132
2415,0,0
2416,438,7257
2417,3169,4526
2418,1338,6357
2419,3562,4133
2420,1025,6670
2421,2681,5014
2422,1815,5880
2423,3123,4572
2424,0,0
2425,3420,4275
2426,938,6757
2427,0,0
2428,0,0
2429,1135,6560
2430,206,7489
2431,0,0
2432,2233,5462
2433,2520,5175
2434,0,0
2435,0,0
2436,2168,5527
2437,2059,5636
2438,3424,4271
2439,2418,5277
2440,1603,6092
2441,2772,4923
2442,3111,4584
2443,1481,6214
2444,0,0
2445,2432,5263
2446,1200,6495
2447,2704,4991
2448,0,0
2449,1808,5887
2450,228,7467
2451,2569,5126
2452,0,0
2453,1916,5779
2454,1764,5931
2455,973,6722
2456,1839,5856
2457,3573,4122
2458,1044,6651
2459,0,0
2460,2810,4885
2461,1960,5735
2462,2311,5384
2463,2301,5394
2464,2525,5170
2465,2510,5185
2466,1822,5873
2467,287,7408
2468,3439,4256
2469,2552,5143
2470,0,0
2471,3826,3869
2472,0,0
2473,0,0
2474,2365,5330
2475,575,7120
2476,3291,4404
2477,2472,5223
2478,2281,5414
2479,424,7271
2480,1656,6039
2481,0,0
2482,0,0
2483,3422,4273
2484,266,7429
2485,2284,5411
2486,0,0
2487,863,6832
2488,2225,5470
2489,301,7394
2490,1023,6672
2491,2274,5421
2492,2441,5254
2493,1201,6494
2494,3819,3876
2495,3305,4390
2496,2182,5513
2497,2505,5190
2498,0,0
2499,0,0
2500,2405,5290
2501,3374,4321
2502,0,0
2503,3346,4349
2504,2558,5137
2505,2207,5488
2506,0,0
2507,3086,4609
2508,982,6713
2509,0,0
2510,13,7682
2511,715,6980
2512,1502,6193
2513,3002,4693
2514,2603,5092
2515,2528,5167
2516,2518,5177
2517,2559,5136
2518,1296,6399
2519,0,0
2520,2372,5323
2521,3514,4181
2522,3308,4387
2523,516,7179
2524,2028,5667
2525,1593,6102
2526,0,0
2527,1961,5734
2528,807,6888
2529,3458,4237
2530,0,0
2531,1279,6416
2532,1339,6356
2533,0,0
2534,646,7049
2535,0,0
2536,0,0
2537,381,7314
2538,3157,4538
2539,0,0
2540,0,0
2541,3790,3905
2542,2196,5499
2543,1616,6079
2544,0,0
2545,0,0
2546,1112,6583
2547,3796,3899
2548,1494,6201
2549,3048,4647
2550,1966,5729
2551,3445,4250
2552,2886,4809
2553,2443,5252
2554,3345,4350
2555,3354,4341
2556,2825,4870
2557,3566,4129
2558,1432,6263
2559,1513,6182
2560,1587,6108
2561,307,7388
2562,0,0
2563,946,6749
2564,2129,5566
2565,1175,6520
2566,0,0
2567,95,7600
2568,2614,5081
2569,2953,4742
2570,1739,5956
2571,3775,3920
2572,1827,5868
2573,2131,5564
2574,0,0
2575,0,0
2576,1356,6339
2577,2304,5391
2578,2241,5454
2579,1526,6169
2580,1484,6211
2581,2690,5005
2582,1233,6462
2583,2341,5354
2584,2949,4746
2585,2179,5516
2586,3039,4656
2587,1980,5715
2588,3082,4613
2589,0,0
2590,2716,4979
2591,3842,3853
2592,1510,6185
2593,2074,5621
2594,0,0
2595,0,0
2596,2546,5149
2597,2383,5312
2598,3587,4108
2599,3242,4453
2600,3577,4118
2601,917,6778
2602,1857,5838
2603,3405,4290
2604,2331,5364
2605,1714,5981
2606,3603,4092
2607,2109,5586
2608,0,0
2609,0,0
2610,0,0
2611,0,0
2612,2445,5250
2613,0,0
2614,0,0
2615,0,0
2616,2676,5019
2617,2350,5345
2618,685,7010
2619,2495,5200
2620,1828,5867
2621,696,6999
2622,3561,4134
2623,0,0
2624,0,0
2625,3198,4497
2626,3844,3851
2627,1544,6151
2628,1149,6546
2629,1688,6007
2630,1963,5732
2631,548,7147
2632,1566,6129
2633,1923,5772
2634,2573,5122
2635,3080,4615
2636,0,0
2637,0,0
2638,2390,5305
2639,2370,5325
2640,1993,5702
2641,0,0
2642,994,6701
2643,3667,4028
2644,0,0
2645,1000,6695
2646,2483,5212
2647,252,7443
2648,0,0
2649,212,7483
2650,3741,3954
2651,3641,4054
2652,2213,5482
2653,0,0
2654,2112,5583
2655,0,0
2656,0,0
2657,3132,4563
2658,371,7324
2659,2251,5444
2660,3342,4353
2661,1318,6377
2662,2555,5140
2663,976,6719
2664,1300,6395
2665,0,0
2666,3537,4158
2667,3555,4140
2668,0,0
2669,0,0
2670,2478,5217
2671,0,0
2672,3105,4590
2673,0,0
2674,3567,4128
2675,3005,4690
2676,3099,4596
2677,2327,5368
2678,930,6765
2679,0,0
2680,2243,5452
2681,0,0
2682,2920,4775
2683,2984,4711
2684,3452,4243
2685,1076,6619
2686,2245,5450
2687,3596,4099
2688,950,6745
2689,2736,4959
2690,0,0
2691,0,0
2692,3663,4032
2693,0,0
2694,1515,6180
2695,3385,4310
2696,2234,5461
2697,15,7680
2698,0,0
2699,0,0
2700,0,0
2701,1438,6257
2702,3101,4594
2703,2598,5097
2704,2310,5385
2705,2930,4765
2706,1910,5785
2707,0,0
2708,3314,4381
2709,3536,4159
2710,2073,5622
2711,2674,5021
2712,3464,4231
2713,0,0
2714,2660,5035
2715,2859,4836
2716,2661,5034
2717,2551,5144
2718,3189,4506
2719,3781,3914
2720,1424,6271
2721,2395,5300
2722,3683,4012
2723,3134,4561
2724,3633,4062
2725,3653,4042
2726,1340,6355
2727,1702,5993
2728,3657,4038
2729,0,0
2730,0,0
2731,3241,4454
2732,0,0
2733,2887,4808
2734,1684,6011
2735,3579,4116
2736,3316,4379
2737,0,0
2738,510,7185
2739,1330,6365
2740,1407,6288
2741,3733,3962
2742,3206,4489
2743,2393,5302
2744,0,0
2745,0,0
2746,0,0
2747,2959,4736
2748,2755,4940
2749,0,0
2750,0,0
2751,2404,5291
2752,0,0
2753,2540,5155
2754,458,7237
2755,0,0
2756,0,0
2757,0,0
2758,0,0
2759,967,6728
2760,500,7195
2761,2685,5010
2762,1687,6008
2763,3153,4542
2764,0,0
2765,2942,4753
2766,3003,4692
2767,3139,4556
2768,3524,4171
2769,3508,4187
2770,0,0
2771,0,0
2772,2557,5138
2773,1466,6229
2774,0,0
2775,0,0
2776,836,6859
2777,1355,6340
2778,2596,5099
2779,0,0
2780,673,7022
2781,2326,5369
2782,0,0
2783,0,0
2784,460,7235
2785,3013,4682
2786,3623,4072
2787,3460,4235
2788,2921,4774
2789,383,7312
2790,3661,4034
2791,1689,6006
2792,918,6777
2793,2212,5483
2794,784,6911
2795,2642,5053
2796,2014,5681
2797,1859,5836
2798,2340,5355
2799,1820,5875
2800,3214,4481
2801,1415,6280
2802,2927,4768
2803,0,0
2804,2450,5245
2805,0,0
2806,701,6994
2807,1342,6353
2808,0,0
2809,3186,4509
2810,0,0
2811,3836,3859
2812,2878,4817
2813,1401,6294
2814,0,0
2815,0,0
2816,0,0
2817,975,6720
2818,0,0
2819,0,0
2820,567,7128
2821,2017,5678
2822,2479,5216
2823,1854,5841
2824,1097,6598
2825,2803,4892
2826,3387,4308
2827,0,0
2828,0,0
2829,1028,6667
2830,1150,6545
2831,3558,4137
2832,3040,4655
2833,1176,6519
2834,2410,5285
2835,2750,4945
2836,0,0
2837,1970,5725
2838,1783,5912
2839,1907,5788
2840,1335,6360
2841,2102,5593
2842,0,0
2843,0,0
2844,2574,5121
2845,0,0
2846,2062,5633
2847,2319,5376
2848,2351,5344
2849,0,0
2850,2058,5637
2851,0,0
2852,1362,6333
2853,0,0
2854,3484,4211
2855,3398,4297
2856,2710,4985
2857,3646,4049
2858,3732,3963
2859,3793,3902
2860,0,0
2861,1458,6237
2862,0,0
2863,0,0
2864,1849,5846
2865,3056,4639
2866,437,7258
2867,0,0
2868,0,0
2869,0,0
2870,0,0
2871,2765,4930
2872,0,0
2873,0,0
2874,2541,5154
2875,2221,5474
2876,0,0
2877,596,7099
2878,602,7093
2879,2146,5549
2880,3237,4458
2881,3649,4046
2882,3518,4177
2883,0,0
2884,0,0
2885,3369,4326
2886,2364,5331
2887,3125,4570
2888,0,0
2889,0,0
2890,1132,6563
2891,3774,3921
2892,1765,5930
2893,2235,5460
2894,2414,5281
2895,2739,4956
2896,3735,3960
2897,355,7340
2898,3154,4541
2899,1935,5760
2900,2612,5083
2901,1977,5718
2902,0,0
2903,2151,5544
2904,0,0
2905,0,0
2906,717,6978
2907,2205,5490
2908,2745,4950
2909,3088,4607
2910,0,0
2911,3539,4156
2912,0,0
2913,0,0
2914,3326,4369
2915,1732,5963
2916,3370,4325
2917,0,0
2918,2613,5082
2919,797,6898
2920,0,0
2921,1860,5835
2922,778,6917
2923,3377,4318
2924,342,7353
2925,0,0
2926,3513,4182
2927,0,0
2928,0,0
2929,2644,5051
2930,3272,4423
2931,2415,5280
2932,3556,4139
2933,2530,5165
2934,0,0
2935,2759,4936
2936,2064,5631
2937,3560,4135
2938,2352,5343
2939,1441,6254
2940,0,0
2941,2789,4906
2942,0,0
2943,2411,5284
2944,3801,3894
2945,1708,5987
2946,2373,5322
2947,2485,5210
2948,2300,5395
2949,1540,6155
2950,0,0
2951,0,0
2952,880,6815
2953,2697,4998
2954,0,0
2955,2974,4721
2956,3779,3916
2957,2494,5201
2958,2268,5427
2959,3185,4510
2960,3707,3988
2961,0,0
2962,2267,5428
2963,1863,5832
2964,1519,6176
2965,2901,4794
2966,824,6871
2967,506,7189
2968,283,7412
2969,0,0
2970,2176,5519
2971,627,7068
2972,3293,4402
2973,830,6865
2974,0,0
2975,2790,4905
2976,0,0
2977,3624,4071
2978,1754,5941
2979,1391,6304
2980,0,0
2981,0,0
2982,0,0
2983,0,0
2984,2512,5183
2985,0,0
2986,0,0
2987,0,0
2988,1489,6206
2989,243,7452
2990,3383,4312
2991,2124,5571
2992,3225,4470
2993,1219,6476
2994,0,0
2995,3486,4209
2996,2832,4863
2997,0,0
2998,0,0
2999,2975,4720
3000,3718,3977
3001,3617,4078
3002,2607,5088
3003,0,0
3004,0,0
3005,0,0
3006,2609,5086
3007,0,0
3008,1305,6390
3009,0,0
3010,2894,4801
3011,0,0
3012,2721,4974
3013,0,0
3014,3656,4039
3015,0,0
3016,2909,4786
3017,1323,6372
3018,3389,4306
3019,2743,4952
3020,1911,5784
3021,2500,5195
3022,1668,6027
3023,0,0
3024,0,0
3025,1731,5964
3026,0,0
3027,0,0
3028,0,0
3029,2914,4781
3030,3152,4543
3031,1918,5777
3032,1277,6418
3033,2650,5045
3034,3675,4020
3035,3808,3887
3036,0,0
3037,2805,4890
3038,3022,4673
3039,3507,4188
3040,1534,6161
3041,0,0
3042,1608,6087
3043,1804,5891
3044,0,0
3045,0,0
3046,1417,6278
3047,1496,6199
3048,1328,6367
3049,0,0
3050,0,0
3051,0,0
3052,910,6785
3053,0,0
3054,2961,4734
3055,1871,5824
3056,3662,4033
3057,2121,5574
3058,0,0
3059,3098,4597
3060,0,0
3061,2115,5580
3062,3693,4002
3063,0,0
3064,1397,6298
3065,0,0
3066,0,0
3067,3429,4266
3068,2156,5539
3069,3474,4221
3070,0,0
3071,0,0
3072,3092,4603
3073,0,0
3074,1327,6368
3075,1075,6620
3076,0,0
3077,3442,4253
3078,0,0
3079,2637,5058
3080,2683,5012
3081,0,0
3082,2752,4943
3083,3843,3852
3084,1903,5792
3085,3375,4320
3086,0,0
3087,3552,4143
3088,2315,5380
3089,2882,4813
3090,81,7614
3091,0,0
3092,0,0
3093,0,0
3094,0,0
3095,3809,3886
3096,2766,4929
3097,1350,6345
3098,2684,5011
3099,0,0
3100,2422,5273
3101,3372,4323
3102,0,0
3103,2354,5341
3104,3412,4283
3105,3408,4287
3106,0,0
3107,3830,3865
3108,2468,5227
3109,3034,4661
3110,2902,4793
3111,0,0
3112,3672,4023
3113,713,6982
3114,1951,5744
3115,0,0
3116,2662,5033
3117,0,0
3118,0,0
3119,0,0
3120,0,0
3121,0,0
3122,0,0
3123,0,0
3124,1548,6147
3125,0,0
3126,578,7117
3127,3352,4343
3128,0,0
3129,0,0
3130,2600,5095
3131,2762,4933
3132,0,0
3133,0,0
3134,2786,4909
3135,3015,4680
3136,3740,3955
3137,2451,5244
3138,1586,6109
3139,3773,3922
3140,1629,6066
3141,2976,4719
3142,3565,4130
3143,0,0
3144,3400,4295
3145,1898,5797
3146,118,7577
3147,584,7111
3148,1906,5789
3149,436,7259
3150,0,0
3151,2939,4756
3152,0,0
3153,0,0
3154,3265,4430
3155,0,0
3156,0,0
3157,2640,5055
3158,0,0
3159,2185,5510
3160,2932,4763
3161,0,0
3162,3419,4276
3163,0,0
3164,0,0
3165,2746,4949
3166,3399,4296
3167,3783,3912
3168,0,0
3169,2826,4869
3170,2566,5129
3171,2532,5163
3172,2960,4735
3173,3691,4004
3174,3659,4036
3175,2186,5509
3176,3505,4190
3177,2943,4752
3178,0,0
3179,0,0
3180,0,0
3181,0,0
3182,3789,3906
3183,2480,5215
3184,3425,4270
3185,0,0
3186,0,0
3187,1237,6458
3188,3743,3952
3189,2192,5503
3190,3050,4645
3191,1390,6305
3192,1744,5951
3193,1009,6686
3194,0,0
3195,0,0
3196,2220,5475
3197,2855,4840
3198,0,0
3199,0,0
3200,2641,5054
3201,0,0
3202,0,0
3203,2211,5484
3204,3307,4388
3205,0,0
3206,1549,6146
3207,3666,4029
3208,0,0
3209,1985,5710
3210,1158,6537
3211,0,0
3212,0,0
3213,1427,6268
3214,1924,5771
3215,2919,4776
3216,0,0
3217,0,0
3218,2113,5582
3219,0,0
3220,3029,4666
3221,2831,4864
3222,0,0
3223,0,0
3224,0,0
3225,780,6915
3226,2358,5337
3227,260,7435
3228,2579,5116
3229,3066,4629
3230,2958,4737
3231,0,0
3232,1870,5825
3233,0,0
3234,0,0
3235,3209,4486
3236,0,0
3237,0,0
3238,2625,5070
3239,0,0
3240,1043,6652
3241,3678,4017
3242,0,0
3243,0,0
3244,1805,5890
3245,3176,4519
3246,3016,4679
3247,0,0
3248,0,0
3249,3162,4533
3250,2061,5634
3251,3550,4145
3252,0,0
3253,0,0
3254,2195,5500
3255,1653,6042
3256,2797,4898
3257,3348,4347
3258,0,0
3259,2398,5297
3260,3079,4616
3261,1249,6446
3262,0,0
3263,1100,6595
3264,0,0
3265,0,0
3266,0,0
3267,0,0
3268,0,0
3269,0,0
3270,3257,4438
3271,0,0
3272,2895,4800
3273,1153,6542
3274,1393,6302
3275,0,0
3276,3495,4200
3277,0,0
3278,2046,5649
3279,3746,3949
3280,3492,4203
3281,3461,4234
3282,2780,4915
3283,2599,5096
3284,1711,5984
3285,3310,4385
3286,2368,5327
3287,751,6944
3288,3323,4372
3289,0,0
3290,2325,5370
3291,2172,5523
3292,0,0
3293,0,0
3294,3007,4688
3295,2705,4990
3296,2157,5538
3297,0,0
3298,0,0
3299,3803,3892
3300,0,0
3301,0,0
3302,0,0
3303,3778,3917
3304,0,0
3305,3278,4417
3306,2651,5044
3307,3791,3904
3308,0,0
3309,3143,4552
3310,3727,3968
3311,3591,4104
3312,3072,4623
3313,801,6894
3314,0,0
3315,2852,4843
3316,2130,5565
3317,0,0
3318,2718,4977
3319,2279,5416
3320,0,0
3321,2741,4954
3322,0,0
3323,0,0
3324,0,0
3325,0,0
3326,0,0
3327,3719,3976
3328,1185,6510
3329,0,0
3330,0,0
3331,3600,4095
3332,3802,3893
3333,1834,5861
3334,0,0
3335,0,0
3336,0,0
3337,2929,4766
3338,3363,4332
3339,0,0
3340,3520,4175
3341,1669,6026
3342,3632,4063
3343,0,0
3344,0,0
3345,3453,4242
3346,0,0
3347,0,0
3348,0,0
3349,1751,5944
3350,0,0
3351,0,0
3352,3828,3867
3353,3052,4643
3354,3739,3956
3355,888,6807
3356,2678,5017
3357,2419,5276
3358,2668,5027
3359,2588,5107
3360,0,0
3361,0,0
3362,2624,5071
3363,1837,5858
3364,3554,4141
3365,0,0
3366,0,0
3367,3031,4664
3368,1737,5958
3369,0,0
3370,0,0
3371,1786,5909
3372,0,0
3373,1831,5864
3374,0,0
3375,2792,4903
3376,1085,6610
3377,2793,4902
3378,2328,5367
3379,2417,5278
3380,0,0
3381,0,0
3382,3751,3944
3383,3455,4240
3384,0,0
3385,3009,4686
3386,0,0
3387,2201,5494
3388,0,0
3389,0,0
3390,0,0
3391,0,0
3392,3337,4358
3393,0,0
3394,3700,3995
3395,0,0
3396,1545,6150
3397,1759,5936
3398,3103,4592
3399,0,0
3400,3117,4578
3401,1600,6095
3402,0,0
3403,1422,6273
3404,0,0
3405,0,0
3406,1042,6653
3407,986,6709
3408,0,0
3409,2720,4975
3410,3282,4413
3411,0,0
3412,2035,5660
3413,3582,4113
3414,0,0
3415,3542,4153
3416,0,0
3417,2767,4928
3418,0,0
3419,2769,4926
3420,0,0
3421,2795,4900
3422,2438,5257
3423,0,0
3424,0,0
3425,2806,4889
3426,0,0
3427,0,0
3428,2731,4964
3429,0,0
3430,0,0
3431,3064,4631
3432,0,0
3433,2457,5238
